# 1: mi jan Alito .
1	mi	PRON	2	nsubj
2	jan	NOUN	0	root
3	Alito	PROPN	2	appos
4	.	PUNCT	2	punct

# 2: ali li ike tawa ona .
1	ali	NOUN	3	nsubj
2	li	PART	3	aux
3	ike	ADJ	0	root
4	tawa	ADP	5	case
5	ona	PRON	3	obl
6	.	PUNCT	3	punct

# 3: tomo mi li suli ala .
1	tomo	NOUN	4	nsubj
2	mi	PRON	1	nmod
3	li	PART	4	aux
4	suli	ADJ	0	root
5	ala	ADV	4	neg
6	.	PUNCT	4	punct

# 4: mi jo ala e tomo tawa .
1	mi	PRON	2	nsubj
2	jo	VERB	0	root
3	ala	ADV	2	neg
4	e	PART	5	aux
5	tomo	NOUN	2	obj
6	tawa	ADJ	5	amod
7	.	PUNCT	2	punct

# 5: mi toki kepeken ilo .
1	mi	PRON	2	nsubj
2	toki	VERB	0	root
3	kepeken	ADP	4	case
4	ilo	NOUN	2	obl
5	.	PUNCT	2	punct

# 6: tenpo ni la mi lon supa mi .
1	tenpo	NOUN	6	advcl
2	ni	DET	1	det
3	la	PART	6	aux
4	mi	PRON	6	nsubj
5	lon	ADP	6	case
6	supa	NOUN	0	root
7	mi	PRON	6	nmod
8	.	PUNCT	6	punct

# 7: tomo pali mi li sin .
1	tomo	NOUN	5	nsubj
2	pali	ADJ	1	amod
3	mi	PRON	1	nmod
4	li	PART	5	aux
5	sin	ADJ	0	root
6	.	PUNCT	5	punct

# 8: kon li seli li jo e telo mute .
1	kon	NOUN	3	nsubj
2	li	PART	3	aux
3	seli	ADJ	0	root
4	li	PART	5	aux
5	jo	VERB	3	conj
6	e	PART	7	aux
7	telo	NOUN	5	obj
8	mute	ADJ	7	amod
9	.	PUNCT	3	punct

# 9: moku mi li kili palisa .
1	moku	NOUN	4	nsubj
2	mi	PRON	1	nmod
3	li	PART	4	aux
4	kili	NOUN	0	root
5	palisa	ADJ	4	amod
6	.	PUNCT	4	punct

# 10: mi jo e lipu pi toki pali .
1	mi	PRON	2	nsubj
2	jo	VERB	0	root
3	e	PART	4	aux
4	lipu	NOUN	2	obj
5	pi	PART	6	aux
6	toki	NOUN	4	nmod
7	pali	ADJ	6	amod
8	.	PUNCT	2	punct

# 11: jan meli lili ni li jo e palisa nasa .
1	jan	NOUN	6	nsubj
2	meli	ADJ	1	amod
3	lili	ADJ	1	amod
4	ni	DET	1	det
5	li	PART	6	aux
6	jo	VERB	0	root
7	e	PART	8	aux
8	palisa	NOUN	6	obj
9	nasa	ADJ	8	amod
10	.	PUNCT	6	punct

# 12: sina moku e telo nasa la sina nasa .
1	sina	PRON	2	nsubj
2	moku	VERB	8	advcl
3	e	PART	4	aux
4	telo	NOUN	2	obj
5	nasa	ADJ	4	amod
6	la	PART	8	aux
7	sina	PRON	8	nsubj
8	nasa	ADJ	0	root
9	.	PUNCT	8	punct

# 13: mi wile ala e moku jaki .
1	mi	PRON	2	nsubj
2	wile	VERB	0	root
3	ala	ADV	2	neg
4	e	PART	5	aux
5	moku	NOUN	2	obj
6	jaki	ADJ	5	amod
7	.	PUNCT	2	punct

# 14: sina seli e telo la telo li pana e kon .
1	sina	PRON	2	nsubj
2	seli	VERB	8	advcl
3	e	PART	4	aux
4	telo	NOUN	2	obj
5	la	PART	8	aux
6	telo	NOUN	8	nsubj
7	li	PART	8	aux
8	pana	VERB	0	root
9	e	PART	10	aux
10	kon	NOUN	8	obj
11	.	PUNCT	8	punct

# 15: ona li sitelen e sike la akesi suli li kama .
1	ona	PRON	3	nsubj
2	li	PART	3	aux
3	sitelen	VERB	10	advcl
4	e	PART	5	aux
5	sike	NOUN	3	obj
6	la	PART	10	aux
7	akesi	NOUN	10	nsubj
8	suli	ADJ	7	amod
9	li	PART	10	aux
10	kama	VERB	0	root
11	.	PUNCT	10	punct

# 16: sijelo ona li lete sama kiwen .
1	sijelo	NOUN	4	nsubj
2	ona	PRON	1	nmod
3	li	PART	4	part
4	lete	ADJ	0	root
5	sama	ADP	6	case
6	kiwen	NOUN	4	obl
7	.	PUNCT	4	punct

# 17: mi pana e ilo musi tawa meli mi .
1	mi	PRON	2	nsubj
2	pana	VERB	0	root
3	e	PART	4	part
4	ilo	NOUN	2	obj
5	musi	ADJ	4	amod
6	tawa	ADP	7	case
7	meli	NOUN	2	obl
8	mi	PRON	7	nmod
9	.	PUNCT	2	punct

# 18: sina kute ala kute e kalama ni ?
1	sina	PRON	2	nsubj
2	kute	VERB	0	root
3	ala	ADP	2	neg
4	kute	VERB	2	conj
5	e	PART	6	aux
6	kalama	NOUN	2	obj
7	ni	DET	6	det
8	?	PUNCT	2	punct

# 19: pipi mute li moku e kasi laso .
1	pipi	NOUN	4	nsubj
2	mute	ADJ	1	amod
3	li	PART	4	part
4	moku	VERB	0	root
5	e	PART	6	part
6	kasi	NOUN	4	obj
7	laso	ADJ	6	amod
8	.	PUNCT	4	punct

# 20: waso walo lili li pona tawa mi .
1	waso	NOUN	5	nsubj
2	walo	ADJ	1	amod
3	lili	ADJ	1	amod
4	li	PART	5	aux
5	pona	ADJ	0	root
6	tawa	ADP	7	case
7	mi	PRON	5	obl
8	.	PUNCT	5	punct

# 21: kala Opapinija li jo e oko luka .
1	kala	NOUN	4	nsubj
2	Opapinija	PROPN	1	appos
3	li	PART	4	aux
4	jo	VERB	0	root
5	e	PART	6	aux
6	oko	NOUN	4	obj
7	luka	NUM	6	nummod
8	.	PUNCT	4	punct

# 22: mi esun e len sin .
1	mi	PRON	2	nsubj
2	esun	VERB	0	root
3	e	PART	4	aux
4	len	NOUN	2	obj
5	sin	ADJ	4	amod
6	.	PUNCT	2	punct

# 23: jan Sonja li mama pi toki pona .
1	jan	NOUN	4	nsubj
2	Sonja	PROPN	1	appos
3	li	PART	4	aux
4	mama	NOUN	0	root
5	pi	PART	6	aux
6	toki	NOUN	4	nmod
7	pona	ADJ	6	amod
8	.	PUNCT	4	punct

# 24: jan nasa li lon monsi sina .
1	jan	NOUN	5	nsubj
2	nasa	ADJ	1	amod
