# 1: ma Inli li pali e ma pali sin lon ma Kinla .
# Ja: イギリスは，ウェールズに新しい仕事場を作った。
1	ma	NOUN	4	nsubj
2	Inli	PROPN	1	appos
3	li	PART	4	aux
4	pali	VERB	0	root
5	e	PART	6	aux
6	ma	NOUN	4	obj
7	pali	ADJ	6	amod
8	sin	ADJ	6	amod
9	lon	ADP	10	case
10	ma	NOUN	4	obl
11	Kinla	PROPN	10	appos
12	.	PUNCT	4	punct

# 2: lon ma pali ni la jan li alasa e kiwen mani tan insa pi ilo toki tan insa pi ilo sona li pali e mani .
# Ja: その仕事場では，人々は電話とコンピュータの中から貴金属［金の石］を探してお金を作る。
1	lon	ADP	2	case
2	ma	NOUN	8	advcl
3	pali	ADJ	2	amod
4	ni	DET	2	det
5	la	PART	8	aux
6	jan	NOUN	8	nsubj
7	li	PART	8	aux
8	alasa	VERB	0	root
9	e	PART	10	aux
10	kiwen	NOUN	8	obj
11	mani	ADJ	10	amod
12	tan	ADP	13	case
13	insa	NOUN	8	obl
14	pi	PART	15	aux
15	ilo	NOUN	13	nmod
16	toki	ADJ	15	amod
17	tan	ADP	18	case
18	insa	NOUN	8	obl
19	pi	PART	20	aux
20	ilo	NOUN	18	nmod
21	sona	ADJ	20	amod
22	li	PART	23	aux
23	pali	VERB	8	conj
24	e	PART	25	aux
25	mani	NOUN	23	obj
26	.	PUNCT	8	punct

# 3: jan pi ma Inli li toki e ni lon tenpo suno # 20 .
# raw: jan pi ma Inli li toki e ni lon tenpo suno #20.
# Ja: イギリスのひとは，そのことを二十日に言った。
1	jan	NOUN	6	nsubj
2	pi	PART	3	aux
3	ma	NOUN	1	nmod
4	Inli	PROPN	3	appos
5	li	PART	6	aux
6	toki	VERB	0	root
7	e	PART	8	aux
8	ni	DET	6	obj
9	lon	ADP	10	case
10	tenpo	NOUN	6	obl
11	suno	ADJ	10	amod
12	#	PUNCT	13	aux
13	20	NUM	10	nummod
14	.	PUNCT	6	punct

# 4: lon insa pi ilo sona lon insa pi ilo toki la kiwen mani lili li lon .
# Ja: コンピュータと電話の中には，少ない貴金属がある。
1	lon	ADP	2	case
2	insa	NOUN	16	advcl
3	pi	PART	4	aux
4	ilo	NOUN	2	nmod
5	sona	ADJ	4	amod
6	lon	ADP	7	case
7	insa	NOUN	16	advcl
8	pi	PART	9	aux
9	ilo	NOUN	7	nmod
10	toki	ADJ	9	amod
11	la	PART	16	aux
12	kiwen	NOUN	16	nsubj
