# 1: toki !
1	toki	INTJ	0	root
2	!	PUNCT	1	punct

# 2: tenpo kama la mi toki lon toki pona tan ni : sona ( Ijukenju ) mi li toki jan .
1	tenpo	NOUN	5	advcl
2	kama	ADJ	1	amod
3	la	PART	5	aux
4	mi	PRON	5	nsubj
5	toki	VERB	0	root
6	lon	ADP	7	case
7	toki	NOUN	5	obl
8	pona	ADJ	7	amod
9	tan	ADP	10	case
10	ni	DET	5	obl
11	:	PUNCT	5	punct
12	sona	NOUN	18	nsubj
13	(	PUNCT	14	punct
14	Ijukenju	PROPN	12	appos
15	)	PUNCT	14	punct
16	mi	PRON	12	nmod
17	li	PART	18	aux
18	toki	NOUN	10	acl
19	jan	ADJ	18	amod
20	.	PUNCT	5	punct

# 3: sina sona ala sona e toki jan ?
1	sina	PRON	2	nsubj
2	sona	VERB	0	root
3	ala	ADV	2	advmod
4	sona	VERB	2	conj
5	e	PART	6	aux
6	toki	NOUN	2	obj
7	jan	ADJ	6	amod
8	?	PUNCT	2	punct

# 4: toki pi toki mute mi li toki ale .
1	toki	NOUN	7	nsubj
2	pi	PART	3	aux
3	toki	NOUN	1	nmod
4	mute	ADJ	3	amod
5	mi	PRON	3	nmod
6	li	PART	7	aux
7	toki	NOUN	0	root
8	ale	ADJ	7	amod
9	.	PUNCT	7	punct

# 5: taso toki jan li ante : jan li pali e ni .
1	taso	CONJ	5	conj
2	toki	NOUN	5	nsubj
3	jan	ADJ	2	amod
4	li	PART	5	aux
5	ante	ADJ	0	root
6	:	PUNCT	5	punct
7	jan	NOUN	9	nsubj
8	li	PART	9	aux
9	pali	VERB	5	advcl
10	e	PART	11	aux
11	ni	DET	9	obj
12	.	PUNCT	5	punct

# 6: toki Epelanto , toki Isukui , toki Aluka , toki Jumunosu , toki Losi , en mute mute mute . . . . . .
1	toki	NOUN	0	root
2	Epelanto	PROPN	1	appos
3	,	PUNCT	4	punct
4	toki	NOUN	1	conj
5	Isukui	PROPN	4	appos
6	,	PUNCT	7	punct
7	toki	NOUN	1	conj
8	Aluka	PROPN	7	appos
9	,	PUNCT	10	punct
10	toki	NOUN	1	conj
11	Jumunosu	PROPN	10	appos
12	,	PUNCT	13	punct
13	toki	NOUN	1	conj
14	Losi	PROPN	13	appos
15	,	PUNCT	17	conj
16	en	CONJ	17	cc
17	mute	NOUN	1	conj
18	mute	NOUN	17	conj
19	mute	NOUN	17	conj
20	.	PUNCT	0	punct
21	.	PUNCT	20	flat
22	.	PUNCT	21	flat
23	.	PUNCT	22	flat
24	.	PUNCT	23	flat
25	.	PUNCT	24	flat

# 7: toki jan pi sama .
1	toki	NOUN	0	root
2	jan	ADJ	1	amod
3	pi	PART	4	aux
4	sama	ADJ	1	amod
5	.	PUNCT	1	punct

# 8: mi wile sona mute mute lon toki jan tan ni : mi wile pali e toki jan .
1	mi	PRON	3	nsubj
2	wile	AUX	3	aux
3	sona	VERB	0	root
4	mute	ADV	3	advmod
5	mute	ADV	3	advmod
6	lon	ADP	7	case
7	toki	NOUN	3	obl
8	jan	ADJ	7	amod
9	tan	ADP	10	case
10	ni	DET	3	obl
