# 1: mi open lon nimi sewi .
1	mi	PRON	0	subj
2	open	VERB	1	pred
3	lon	ADP	2	prep
4	nimi	NOUN	3	obj
5	sewi	ADJ	4	mod
6	.	PUNCT	1	punct

# 2: sina pu a !
1	sina	PRON	0	subj
2	pu	VERB	1	pred
3	a	INTJ	2	discourse
4	!	PUNCT	1	punct

# 3: toki pona li tan seme ? tenpo pini la mi wile sona e kon ale kepeken nimi lili .
1	toki	NOUN	0	subj
2	pona	ADJ	1	mod
3	li	PART	1	part
4	tan	ADP	3	pred
5	seme	PRON	4	obj
6	?	PUNCT	1	punct
7	tenpo	NOUN	0	context
8	pini	ADJ	7	mod
9	la	PART	7	part
10	mi	PRON	9	subj
11	wile	AUX	10	pred
12	sona	VERB	11	comp
13	e	PART	12	part
14	kon	NOUN	13	obj
15	ale	ADJ	14	mod
16	kepeken	ADP	12	prep
17	nimi	NOUN	16	obj
18	lili	ADJ	17	mod
19	.	PUNCT	7	punct

# 4: mi lukin e kon mi . mi kama sona e toki mute . mi musi . mi pali e nasin toki lili . ona li pona e toki insa mi .
1	mi	PRON	0	subj
2	lukin	VERB	1	pred
3	e	PART	2	part
4	kon	NOUN	3	obj
5	mi	PRON	4	mod
6	.	PUNCT	1	punct
7	mi	PRON	0	subj
8	kama	AUX	7	pred
9	sona	VERB	8	comp
10	e	PART	9	part
11	toki	NOUN	10	obj
12	mute	ADJ	11	mod
13	.	PUNCT	7	punct
14	mi	PRON	0	subj
15	musi	VERB	14	pred
16	.	PUNCT	14	punct
17	mi	PRON	0	subj
18	pali	VERB	17	pred
19	e	PART	18	part
20	nasin	NOUN	19	obj
21	toki	ADJ	20	mod
22	lili	ADJ	20	mod
23	.	PUNCT	17	punct
24	ona	PRON	0	subj
25	li	PART	24	part
26	pona	VERB	25	pred
27	e	PART	26	part
28	toki	NOUN	27	obj
29	insa	ADJ	28	mod
30	mi	PRON	28	mod
31	.	PUNCT	24	punct

# 5: mi pana e toki lili mi tawa jan ale lon ilo lipu lon tenpo pini . kulupu lili li kama . ona li olin e toki pona .
1	mi	PRON	0	subj
2	pana	VERB	1	pred
3	e	PART	2	part
4	toki	NOUN	3	obj
5	lili	ADJ	4	mod
6	mi	PRON	4	mod
7	tawa	ADP	2	prep
8	jan	NOUN	7	obj
9	ale	ADJ	8	mod
10	lon	ADP	2	prep
11	ilo	NOUN	10	obj
12	lipu	ADJ	11	mod
13	lon	ADP	2	prep
14	tenpo	NOUN	13	obj
15	pini	ADJ	14	mod
16	.	PUNCT	1	punct
17	kulupu	NOUN	0	subj
18	lili	ADJ	17	mod
19	li	PART	17	part
20	kama	ADJ	19	pred
21	.	PUNCT	17	punct
22	ona	PRON	0	subj
23	li	PART	22	part
24	olin	VERB	23	pred
25	e	PART	24	part
26	toki	NOUN	25	obj
27	pona	ADJ	26	mod
28	.	PUNCT	22	punct

# 6: pu la mi wile pana e selo pini pi toki pona . nasin ni la mi kepeken toki pona .
1	pu	NOUN	0	context
2	la	PART	1	part
3	mi	PRON	2	subj
4	wile	AUX	3	pred
5	pana	VERB	4	comp
6	e	PART	5	part
7	selo	NOUN	6	obj
8	pini	ADJ	7	mod
9	pi	PART	7	part
10	toki	NOUN	9	mod
11	pona	ADJ	10	mod
12	.	PUNCT	1	punct
13	nasin	NOUN	0	context
14	ni	DET	13	det
15	la	PART	13	part
16	mi	PRON	15	subj
17	kepeken	ADP	16	prep
18	toki	NOUN	17	obj
19	pona	ADJ	18	mod
20	.	PUNCT	13	punct

# 7: ijo li ijo .
1	ijo	NOUN	0	subj
2	li	PART	1	part
3	ijo	NOUN	2	pred
4	.	PUNCT	1	punct

# 8: ni li jan .
1	ni	DET	0	subj
2	li	PART	1	part
3	jan	NOUN	2	pred
4	.	PUNCT	1	punct

# 9: ni li kili .
1	ni	DET	0	subj
2	li	PART	1	part
3	kili	NOUN	2	pred
4	.	PUNCT	1	punct

# 10: lipu li ijo .
1	lipu	NOUN	0	subj
2	li	PART	1	part
3	ijo	NOUN	2	pred
4	.	PUNCT	1	punct

# 11: jan li meli .
1	jan	NOUN	0	subj
2	li	PART	1	part
3	meli	ADJ	2	pred
4	.	PUNCT	1	punct

# 12: soweli li ijo .
1	soweli	NOUN	0	subj
2	li	PART	1	part
3	ijo	NOUN	2	pred
4	.	PUNCT	1	punct

# 13: meli li jan .
1	meli	NOUN	0	subj
2	li	PART	1	part
3	jan	NOUN	2	pred
4	.	PUNCT	1	punct

# 14: ijo li pona .
1	ijo	NOUN	0	subj
2	li	PART	1	part
3	pona	ADJ	2	pred
4	.	PUNCT	1	punct

# 15: telo li pona .
1	telo	NOUN	0	subj
2	li	PART	1	part
3	pona	ADJ	2	pred
4	.	PUNCT	1	punct

# 16: telo kili li suli .
1	telo	NOUN	0	subj
2	kili	ADJ	1	mod
3	li	PART	1	part
4	suli	ADJ	3	pred
5	.	PUNCT	1	punct

# 17: meli li lili .
1	meli	NOUN	0	subj
2	li	PART	1	part
3	lili	ADJ	2	pred
4	.	PUNCT	1	punct

# 18: soweli lili li pona .
1	soweli	NOUN	0	subj
2	lili	ADJ	1	mod
3	li	PART	2	part
4	pona	ADJ	3	pred
5	.	PUNCT	1	punct

# 19: jan ni li suli .
1	jan	NOUN	0	subj
2	ni	DET	1	det
3	li	PART	1	part
4	suli	ADJ	3	pred
5	.	PUNCT	1	punct

# 20: mi mije .
1	mi	PRON	0	subj
2	mije	ADJ	1	pred
3	.	PUNCT	1	punct

# 21: sina sin .
1	sina	X	0	X
2	sin	X	0	X
3	.	X	0	X

# 22: tomo sina li sin .
1	tomo	X	0	X
2	sina	X	0	X
3	li	X	0	X
4	sin	X	0	X
5	.	X	0	X

# 23: mije li jan pona .
1	mije	X	0	X
2	li	X	0	X
3	jan	X	0	X
4	pona	X	0	X
5	.	X	0	X

# 24: tomo soweli li lili .
1	tomo	X	0	X
2	soweli	X	0	X
3	li	X	0	X
4	lili	X	0	X
5	.	X	0	X

# 25: sina mije wawa .
1	sina	X	0	X
2	mije	X	0	X
3	wawa	X	0	X
4	.	X	0	X

# 26: kulupu sin li wawa .
1	kulupu	X	0	X
2	sin	X	0	X
3	li	X	0	X
4	wawa	X	0	X
5	.	X	0	X

# 27: ni li lipu sina .
1	ni	X	0	X
2	li	X	0	X
3	lipu	X	0	X
4	sina	X	0	X
5	.	X	0	X

# 28: ijo li pali e ijo .
1	ijo	X	0	X
2	li	X	0	X
3	pali	X	0	X
4	e	X	0	X
5	ijo	X	0	X
6	.	X	0	X

# 29: mi moku e telo .
1	mi	X	0	X
2	moku	X	0	X
3	e	X	0	X
4	telo	X	0	X
5	.	X	0	X

# 30: mije li sona .
1	mije	X	0	X
2	li	X	0	X
3	sona	X	0	X
4	.	X	0	X

# 31: mije li sona e ijo .
1	mije	X	0	X
2	li	X	0	X
3	sona	X	0	X
4	e	X	0	X
5	ijo	X	0	X
6	.	X	0	X

# 32: mi sona e toki pona .
1	mi	X	0	X
2	sona	X	0	X
3	e	X	0	X
4	toki	X	0	X
5	pona	X	0	X
6	.	X	0	X

# 33: mije ni li jan toki .
1	mije	X	0	X
2	ni	X	0	X
3	li	X	0	X
4	jan	X	0	X
5	toki	X	0	X
6	.	X	0	X

# 34: soweli suli li moku e sina .
1	soweli	X	0	X
2	suli	X	0	X
3	li	X	0	X
4	moku	X	0	X
5	e	X	0	X
6	sina	X	0	X
7	.	X	0	X

# 35: lipu kulupu li wawa .
1	lipu	X	0	X
2	kulupu	X	0	X
3	li	X	0	X
4	wawa	X	0	X
5	.	X	0	X

# 36: sina pali e moku sin .
1	sina	X	0	X
2	pali	X	0	X
3	e	X	0	X
4	moku	X	0	X
5	sin	X	0	X
6	.	X	0	X

# 37: jan sona li kute .
1	jan	X	0	X
2	sona	X	0	X
3	li	X	0	X
4	kute	X	0	X
5	.	X	0	X

# 38: tomo sona li jo e lipu .
1	tomo	X	0	X
2	sona	X	0	X
3	li	X	0	X
4	jo	X	0	X
5	e	X	0	X
6	lipu	X	0	X
7	.	X	0	X

# 39: mi moku ala e soweli .
1	mi	X	0	X
2	moku	X	0	X
3	ala	X	0	X
4	e	X	0	X
5	soweli	X	0	X
6	.	X	0	X

# 40: mi toki pona e ijo .
1	mi	X	0	X
2	toki	X	0	X
3	pona	X	0	X
4	e	X	0	X
5	ijo	X	0	X
6	.	X	0	X

# 41: pali sina li pona mute .
1	pali	X	0	X
2	sina	X	0	X
3	li	X	0	X
4	pona	X	0	X
5	mute	X	0	X
6	.	X	0	X

# 42: telo li wawa e mi .
1	telo	X	0	X
2	li	X	0	X
3	wawa	X	0	X
4	e	X	0	X
5	mi	X	0	X
6	.	X	0	X

# 43: jan sona li pu .
1	jan	X	0	X
2	sona	X	0	X
3	li	X	0	X
4	pu	X	0	X
5	.	X	0	X

# 44: meli lili li kute ike e mama .
1	meli	X	0	X
2	lili	X	0	X
3	li	X	0	X
4	kute	X	0	X
5	ike	X	0	X
6	e	X	0	X
7	mama	X	0	X
8	.	X	0	X

# 45: sewi li wan .
1	sewi	X	0	X
2	li	X	0	X
3	wan	X	0	X
4	.	X	0	X

# 46: jan ala li ike .
1	jan	X	0	X
2	ala	X	0	X
3	li	X	0	X
4	ike	X	0	X
5	.	X	0	X

# 47: mama mije li pu mute .
1	mama	X	0	X
2	mije	X	0	X
3	li	X	0	X
4	pu	X	0	X
5	mute	X	0	X
6	.	X	0	X

# 48: seme li sin ?
1	seme	X	0	X
2	li	X	0	X
3	sin	X	0	X
4	?	X	0	X

# 49: jan seme li toki ?
1	jan	X	0	X
2	seme	X	0	X
3	li	X	0	X
4	toki	X	0	X
5	?	X	0	X

# 50: sina pu anu seme ?
1	sina	X	0	X
2	pu	X	0	X
3	anu	X	0	X
4	seme	X	0	X
5	?	X	0	X

# 51: " ona li mama ala mama ? " " mama . "
1	"	X	0	X
2	ona	X	0	X
3	li	X	0	X
4	mama	X	0	X
5	ala	X	0	X
6	mama	X	0	X
7	?	X	0	X
8	"	X	0	X
9	"	X	0	X
10	mama	X	0	X
11	.	X	0	X
12	"	X	0	X

# 52: " ona li mama ala mama ? " " mama ala . "
1	"	X	0	X
2	ona	X	0	X
3	li	X	0	X
4	mama	X	0	X
5	ala	X	0	X
6	mama	X	0	X
7	?	X	0	X
8	"	X	0	X
9	"	X	0	X
10	mama	X	0	X
11	ala	X	0	X
12	.	X	0	X
13	"	X	0	X

# 53: " ona li mama ala mama ? " " ala . "
1	"	X	0	X
2	ona	X	0	X
3	li	X	0	X
4	mama	X	0	X
5	ala	X	0	X
6	mama	X	0	X
7	?	X	0	X
8	"	X	0	X
9	"	X	0	X
10	ala	X	0	X
11	.	X	0	X
12	"	X	0	X

# 54: " ona li jo ala jo e kili mute ? " " jo . "
1	"	X	0	X
2	ona	X	0	X
3	li	X	0	X
4	jo	X	0	X
5	ala	X	0	X
6	jo	X	0	X
7	e	X	0	X
8	kili	X	0	X
9	mute	X	0	X
10	?	X	0	X
11	"	X	0	X
12	"	X	0	X
13	jo	X	0	X
14	.	X	0	X
15	"	X	0	X

# 55: mije sona li jo e kala anu seme ?
1	mije	X	0	X
2	sona	X	0	X
3	li	X	0	X
4	jo	X	0	X
5	e	X	0	X
6	kala	X	0	X
7	anu	X	0	X
8	seme	X	0	X
9	?	X	0	X

# 56: sina seme e ona ?
1	sina	X	0	X
2	seme	X	0	X
3	e	X	0	X
4	ona	X	0	X
5	?	X	0	X

# 57: tomo li jo e ilo toki .
1	tomo	X	0	X
2	li	X	0	X
3	jo	X	0	X
4	e	X	0	X
5	ilo	X	0	X
6	toki	X	0	X
7	.	X	0	X

# 58: sina kute ala kute e mama sina ?
1	sina	X	0	X
2	kute	X	0	X
3	ala	X	0	X
4	kute	X	0	X
5	e	X	0	X
6	mama	X	0	X
7	sina	X	0	X
8	?	X	0	X

# 59: kala wawa li moku e seme ?
1	kala	X	0	X
2	wawa	X	0	X
3	li	X	0	X
4	moku	X	0	X
5	e	X	0	X
6	seme	X	0	X
7	?	X	0	X

# 60: mi pana e kala tawa ona .
1	mi	X	0	X
2	pana	X	0	X
3	e	X	0	X
